_sa_instance_state, article_id, condition, exposure_id, popstate, position, previous_scroll_rate, primary, timestamp_selections, title, user_id
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2ac0>","11a","condition3","471/2023-08-08 21:46:35.552055","yes","1","0","471/11a/1/2023-08-08 21:46:35.696464","2023-08-08 21:46:35.696464","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2b50>","11a","condition3","471/2023-08-08 21:46:54.200766","yes","1","0","471/11a/1/2023-08-08 21:46:54.278691","2023-08-08 21:46:54.278691","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2be0>","11a","condition3","471/2023-08-08 21:47:05.400118","yes","1","0","471/11a/1/2023-08-08 21:47:05.456666","2023-08-08 21:47:05.456666","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2c70>","11a","condition3","471/2023-08-08 21:47:08.281021","yes","1","0","471/11a/1/2023-08-08 21:47:08.438200","2023-08-08 21:47:08.438200","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2d00>","11a","condition3","471/2023-08-08 21:51:28.926993","yes","1","0","471/11a/1/2023-08-08 21:51:29.101786","2023-08-08 21:51:29.101786","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2d90>","11a","condition3","471/2023-08-08 21:51:41.416508","yes","1","0","471/11a/1/2023-08-08 21:51:41.513346","2023-08-08 21:51:41.513346","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2e20>","11a","condition3","471/2023-08-08 21:53:17.851909","yes","1","0","471/11a/1/2023-08-08 21:54:10.862819","2023-08-08 21:54:10.862819","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2eb0>","11a","condition3","471/2023-08-08 21:54:19.565619","yes","1","0.1","471/11a/1/2023-08-08 21:55:55.191954","2023-08-08 21:55:55.191954","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2f40>","11a","condition3","471/2023-08-08 21:54:19.565619","yes","1","0.98","471/11a/1/2023-08-08 21:56:16.315016","2023-08-08 21:56:16.315016","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea2fd0>","11a","condition3","471/2023-08-08 21:57:26.010767","yes","1","0","471/11a/1/2023-08-08 21:57:26.176792","2023-08-08 21:57:26.176792","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea60a0>","11a","condition3","471/2023-08-08 22:03:48.815854","yes","1","0","471/11a/1/2023-08-08 22:03:49.045869","2023-08-08 22:03:49.045869","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6130>","11a","condition3","471/2023-08-08 22:04:26.740525","yes","1","0","471/11a/1/2023-08-08 22:04:27.029651","2023-08-08 22:04:27.029651","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea61c0>","11a","condition3","471/2023-08-08 22:05:34.243121","yes","1","0","471/11a/1/2023-08-08 22:05:34.431479","2023-08-08 22:05:34.431479","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6250>","11a","condition3","471/2023-08-08 22:06:01.872264","yes","1","0.98","471/11a/1/2023-08-08 22:08:46.139013","2023-08-08 22:08:46.139013","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea62e0>","11a","condition3","471/2023-08-08 22:09:10.829043","yes","1","0.79","471/11a/1/2023-08-08 22:14:49.841995","2023-08-08 22:14:49.841995","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6370>","11a","condition3","471/2023-08-08 22:09:10.829043","yes","1","0.79","471/11a/1/2023-08-08 22:15:00.292764","2023-08-08 22:15:00.292764","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6400>","11a","condition3","471/2023-08-08 22:09:10.829043","yes","1","0","471/11a/1/2023-08-08 22:15:01.299150","2023-08-08 22:15:01.299150","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6490>","11a","condition3","471/2023-08-08 22:15:17.758313","yes","1","0.2","471/11a/1/2023-08-08 22:15:38.832037","2023-08-08 22:15:38.832037","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6520>","11a","condition3","471/2023-08-08 22:15:17.758313","yes","1","0.2","471/11a/1/2023-08-08 22:16:04.841989","2023-08-08 22:16:04.841989","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea65b0>","11a","condition3","471/2023-08-08 22:15:17.758313","yes","1","0","471/11a/1/2023-08-08 22:16:06.404987","2023-08-08 22:16:06.404987","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6640>","11a","condition3","471/2023-08-08 22:15:17.758313","yes","1","0","471/11a/1/2023-08-08 22:16:27.579479","2023-08-08 22:16:27.579479","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea66d0>","11a","condition3","471/2023-08-08 22:16:40.987989","yes","1","0","471/11a/1/2023-08-08 22:17:15.623169","2023-08-08 22:17:15.623169","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6760>","11a","condition3","471/2023-08-08 22:17:22.736725","yes","1","0.59","471/11a/1/2023-08-08 22:17:32.792503","2023-08-08 22:17:32.792503","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea67f0>","11a","condition3","471/2023-08-08 22:17:22.736725","yes","1","0.98","471/11a/1/2023-08-08 22:17:52.838959","2023-08-08 22:17:52.838959","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6880>","11a","condition3","471/2023-08-08 22:18:22.222515","yes","1","0","471/11a/1/2023-08-08 22:18:29.185006","2023-08-08 22:18:29.185006","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6910>","11a","condition3","471/2023-08-08 22:18:22.222515","yes","1","0","471/11a/1/2023-08-08 22:18:29.236806","2023-08-08 22:18:29.236806","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea69a0>","11a","condition3","471/2023-08-08 22:18:43.821291","yes","1","0","471/11a/1/2023-08-08 22:18:52.098304","2023-08-08 22:18:52.098304","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6a30>","11a","condition3","471/2023-08-08 22:18:43.821291","yes","1","0.49","471/11a/1/2023-08-08 22:19:05.838022","2023-08-08 22:19:05.838022","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6ac0>","11a","condition3","471/2023-08-08 22:19:07.491999","yes","1","0","471/11a/1/2023-08-08 22:20:08.226141","2023-08-08 22:20:08.226141","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6b50>","11a","condition3","471/2023-08-08 22:19:07.491999","yes","1","0.3","471/11a/1/2023-08-08 22:20:35.366498","2023-08-08 22:20:35.366498","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6be0>","11a","condition3","471/2023-08-08 22:21:07.256102","yes","1","0.3","471/11a/1/2023-08-08 22:24:13.907245","2023-08-08 22:24:13.907245","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6c70>","11a","condition3","471/2023-08-08 22:21:07.256102","yes","1","0.79","471/11a/1/2023-08-08 22:24:38.015379","2023-08-08 22:24:38.015379","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6d00>","11a","condition3","471/2023-08-08 22:28:28.942235","yes","1","0","471/11a/1/2023-08-08 22:28:38.736771","2023-08-08 22:28:38.736771","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6d90>","11a","condition3","471/2023-08-08 22:28:28.942235","yes","1","0","471/11a/1/2023-08-08 22:29:00.711625","2023-08-08 22:29:00.711625","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6e20>","11a","condition3","471/2023-08-08 22:28:28.942235","yes","1","1","471/11a/1/2023-08-08 22:30:02.167599","2023-08-08 22:30:02.167599","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6eb0>","11a","condition3","471/2023-08-08 22:28:28.942235","yes","1","0","471/11a/1/2023-08-08 22:30:27.566064","2023-08-08 22:30:27.566064","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6f40>","11a","condition3","471/2023-08-08 22:28:28.942235","yes","1","0","471/11a/1/2023-08-08 22:30:27.658131","2023-08-08 22:30:27.658131","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0ea6fd0>","11a","condition3","471/2023-08-08 22:31:26.804546","yes","1","0.59","471/11a/1/2023-08-08 22:32:30.862515","2023-08-08 22:32:30.862515","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0eac0a0>","11a","condition3","471/2023-08-08 22:31:26.804546","yes","1","1","471/11a/1/2023-08-08 22:35:23.705228","2023-08-08 22:35:23.705228","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0eac130>","11a","condition3","471/2023-08-08 22:31:26.804546","yes","1","1","471/11a/1/2023-08-08 22:35:48.030473","2023-08-08 22:35:48.030473","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0eac1c0>","11a","condition3","471/2023-08-08 22:31:26.804546","yes","1","0","471/11a/1/2023-08-08 22:39:31.092449","2023-08-08 22:39:31.092449","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0eac250>","11a","condition3","471/2023-08-08 22:41:39.038875","yes","1","1","471/11a/1/2023-08-08 22:42:20.165118","2023-08-08 22:42:20.165118","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0eac2e0>","11a","condition3","471/2023-08-08 22:42:25.714862","yes","1","1","471/11a/1/2023-08-08 22:44:19.982773","2023-08-08 22:44:19.982773","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0eac370>","11a","condition3","471/2023-08-08 22:42:25.714862","yes","1","1","471/11a/1/2023-08-08 22:44:32.019980","2023-08-08 22:44:32.019980","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0eac400>","11a","condition3","471/2023-08-08 22:46:42.477066","yes","1","1","471/11a/1/2023-08-08 22:46:53.885036","2023-08-08 22:46:53.885036","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0eac490>","11a","condition3","471/2023-08-08 22:46:42.477066","yes","1","1","471/11a/1/2023-08-08 22:46:59.159754","2023-08-08 22:46:59.159754","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0eac520>","11a","condition3","471/2023-08-08 22:49:31.076305","yes","1","1","471/11a/1/2023-08-08 22:50:24.934590","2023-08-08 22:50:24.934590","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0eac5b0>","11a","condition3","471/2023-08-08 22:51:34.509964","yes","1","1","471/11a/1/2023-08-08 22:53:27.510395","2023-08-08 22:53:27.510395","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0eac640>","11a","condition3","471/2023-08-08 22:54:07.154729","yes","1","1","471/11a/1/2023-08-08 22:57:05.275349","2023-08-08 22:57:05.275349","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0eac6d0>","11a","condition3","471/2023-08-08 22:54:07.154729","yes","1","1","471/11a/1/2023-08-08 22:57:45.433030","2023-08-08 22:57:45.433030","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0eac760>","11a","condition3","471/2023-08-08 22:59:08.406299","yes","1","0.32","471/11a/1/2023-08-08 22:59:33.210950","2023-08-08 22:59:33.210950","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0eac7f0>","11a","condition3","471/2023-08-08 22:59:08.406299","yes","1","0.59","471/11a/1/2023-08-08 22:59:43.804781","2023-08-08 22:59:43.804781","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
"<sqlalchemy.orm.state.InstanceState object at 0x7ff4f0eac880>","11a","condition3","471/2023-08-08 22:59:52.205997","yes","1","1","471/11a/1/2023-08-08 23:03:44.005038","2023-08-08 23:03:44.005038","Afschuw over postercampagne tegen nieuwe Transgenderwet: 'Misleidend, onnodig en gevaarlijk', zegt transgenderactivist Rico van der Laan","471",
